X,Y,Z
558.2802,121.6358,230.1801
558.2613,121.6415,230.2005
558.2418,121.6475,230.2216
558.2234,121.6531,230.2413
558.2076,121.6586,230.2585
558.1916,121.6645,230.276
558.1765,121.67,230.2926
558.1583,121.6762,230.3127
558.1397,121.6822,230.3331
558.1222,121.6881,230.3531
558.1031,121.6941,230.3746
558.0862,121.6992,230.3939
558.0704,121.7041,230.4119
558.0543,121.7094,230.4305
558.0387,121.715,230.4487
558.0237,121.7204,230.4664
558.0096,121.7254,230.4831
557.9915,121.7316,230.5045
557.9714,121.7389,230.5286
557.9567,121.7445,230.5463
557.9416,121.7507,230.5648
557.9245,121.7573,230.5856
557.9104,121.7623,230.6028
557.8947,121.7679,230.622
557.8812,121.7728,230.6389
557.8672,121.7779,230.6563
557.8489,121.7842,230.6793
557.8332,121.7897,230.6991
557.815,121.796,230.7226
557.8002,121.801,230.7418
557.7838,121.8064,230.7632
557.7685,121.8114,230.7833
557.7545,121.8165,230.8015
557.7416,121.8215,230.8184
557.7294,121.8256,230.8341
557.7141,121.8308,230.8538
557.6948,121.8375,230.8786
557.6792,121.8434,230.899
557.6623,121.8499,230.9211
557.6483,121.8556,230.9397
557.6316,121.8625,230.9621
557.6191,121.8678,230.9791
557.605,121.874,230.9983
557.5923,121.8795,231.0157
557.5789,121.8854,231.034
557.5617,121.893,231.0574
557.545,121.9,231.0804
557.5299,121.9063,231.1013
557.5162,121.9123,231.1207
557.5009,121.918,231.1423
557.4865,121.9226,231.1625
557.473,121.9265,231.1819
557.4587,121.9307,231.2024
557.4449,121.9348,231.2223
557.4256,121.9403,231.2499
557.4081,121.9469,231.2753
557.3909,121.9543,231.3005
557.3743,121.9622,231.3246
557.3581,121.97,231.3484
557.3436,121.977,231.3694
557.3265,121.9852,231.3948
557.3088,121.9935,231.4209
557.2923,122.0008,231.4458
557.2743,122.0084,231.4733
557.2571,122.0156,231.5
557.2407,122.0222,231.5255
557.2258,122.0266,231.5488
557.2113,122.0317,231.5715
557.1953,122.0374,231.5962
557.1772,122.0439,231.624
557.1615,122.05,231.6485
557.1446,122.0566,231.6751
557.1287,122.0631,231.7001
557.1135,122.0697,231.7242
557.0991,122.076,231.7473
557.0855,122.0821,231.7691
557.0698,122.0894,231.7944
557.0523,122.0978,231.823
557.0376,122.1054,231.8482
557.0229,122.1134,231.8734
557.0084,122.1216,231.8988
556.9954,122.1292,231.9219
556.9822,122.135,231.9448
556.9666,122.1412,231.9713
556.9502,122.1474,231.9989
556.9337,122.154,232.0266
556.9188,122.16,232.0519
556.9041,122.166,232.0767
556.891,122.1715,232.0991
556.8768,122.1775,232.1234
556.8635,122.1833,232.1465
556.8497,122.1892,232.1703
556.8329,122.1961,232.1994
556.8189,122.2019,232.2237
556.8027,122.2091,232.2524
556.7894,122.2153,232.2758
556.7753,122.2227,232.3014
556.7619,122.2298,232.3255
556.7498,122.2362,232.3474
556.7356,122.2438,232.3734
556.7237,122.2492,232.395
556.7086,122.256,232.4227
556.6937,122.263,232.4505
556.6797,122.2693,232.4773
556.6674,122.2753,232.5008
556.6548,122.282,232.5254
556.6426,122.2885,232.5492
556.6321,122.2941,232.5697
556.6185,122.3013,232.5959
556.604,122.3087,232.6241
556.5903,122.3151,232.6512
556.5762,122.322,232.6794
556.5637,122.3279,232.7044
556.5509,122.3335,232.7299
556.5385,122.3385,232.7547
556.5266,122.3438,232.7784
556.514,122.3498,232.8034
556.4982,122.3573,232.8347
556.4839,122.3645,232.8639
556.4695,122.372,232.8933
556.4558,122.3792,232.9216
556.4433,122.3858,232.9475
556.4307,122.3926,232.9737
556.4188,122.3993,232.9984
556.4028,122.4074,233.0314
556.3862,122.4158,233.0662
556.3707,122.4234,233.0992
556.3553,122.4307,233.1321
556.3414,122.4374,233.1624
556.3287,122.4437,233.1904
556.3156,122.4501,233.2193
556.2976,122.4579,233.2591
556.282,122.4658,233.2939
556.2658,122.4745,233.3311
556.2511,122.4819,233.3652
556.2362,122.4893,233.4001
556.2224,122.4961,233.4324
556.2068,122.5035,233.4688
556.1893,122.5123,233.5098
556.173,122.5212,233.549
556.1571,122.5297,233.5869
556.1418,122.5377,233.6237
556.1246,122.5466,233.6651
556.11,122.554,233.7003
556.0925,122.5638,233.7434
556.0761,122.5739,233.7845
556.0605,122.5829,233.8243
556.0464,122.5901,233.8609
556.0324,122.5974,233.8976
556.014,122.6067,233.946
555.9966,122.6163,233.994
555.9797,122.6269,234.0407
555.9637,122.6366,234.0853
555.9459,122.6464,234.1341
555.9264,122.6557,234.1876
555.9065,122.6658,234.2433
555.8886,122.6755,234.2943
555.8707,122.687,234.3457
555.8478,122.7011,234.4135
555.8246,122.7167,234.4857
555.8037,122.7303,234.5536
555.7814,122.741,234.6271
555.7621,122.7501,234.6909
555.7426,122.7632,234.7568
555.7249,122.777,234.8175
555.7041,122.7923,234.8902
555.6777,122.8095,234.9853
555.6527,122.8261,235.0786
555.6302,122.8405,235.1641
555.6084,122.8554,235.2469
555.5814,122.8716,235.3521
555.5535,122.8887,235.4686
555.5285,122.9053,235.5768
555.5054,122.9224,235.6807
555.4857,122.9404,235.769
555.4581,122.9621,235.9011
555.4304,122.9847,236.0426
555.4001,123.0041,236.1783
555.3687,123.0227,236.3062
555.3403,123.0419,236.42
555.3072,123.059,236.577
555.2767,123.0865,236.752
555.2474,123.1058,236.9122
555.2245,123.132,237.0595
555.1995,123.1575,237.2572
555.1732,123.1848,237.4851
555.1533,123.2067,237.6735
555.1375,123.2248,237.8419
555.1259,123.2408,237.9797
555.1201,123.2605,238.1731
555.1166,123.2825,238.3965
555.1161,123.3084,238.5888
555.1174,123.3289,238.7549
555.1294,123.3511,238.9576
555.1451,123.3703,239.1801
555.1618,123.3911,239.3754
555.1775,123.4103,239.5441
555.2139,123.4378,239.7731
555.2531,123.4626,239.996
555.2875,123.4867,240.1861
555.3173,123.5027,240.343
555.3711,123.5261,240.5388
555.4351,123.5585,240.7501
555.489,123.5878,240.9293
555.5346,123.6062,241.0783
555.6107,123.6395,241.2612
555.6974,123.6794,241.4501
555.7769,123.7141,241.6126
555.8428,123.7407,241.741
555.9322,123.7724,241.9061
556.0349,123.8098,242.096
556.1218,123.8474,242.25
556.1949,123.877,242.3706
556.2944,123.909,242.5208
556.4098,123.952,242.6916
556.507,123.9907,242.8333
556.5859,124.0201,242.9461
556.692,124.0546,243.0881
556.8159,124.0951,243.2503
556.9252,124.13,243.3847
557.0178,124.1577,243.4918
557.1484,124.1937,243.6335
557.2896,124.2246,243.7789
557.4199,124.2481,243.9072
557.5254,124.2692,244.0087
557.6714,124.2915,244.1415
557.8278,124.3067,244.2771
557.9665,124.3195,244.3932
558.0867,124.3287,244.4906
558.1916,124.3355,244.5726
558.3318,124.342,244.6781
558.4998,124.3452,244.7984
558.6553,124.3382,244.904
558.7949,124.3279,244.9947
558.9252,124.3193,245.0765
559.0356,124.3107,245.1441
559.1927,124.2975,245.2381
559.3763,124.2797,245.3429
559.5435,124.2552,245.4335
559.6963,124.2332,245.5134
559.8386,124.2147,245.5872
559.9685,124.1952,245.6539
560.0936,124.1724,245.7158
560.2028,124.1513,245.7684
560.3572,124.1224,245.8408
560.535,124.0889,245.9202
560.6976,124.0549,245.9894
560.8622,124.0156,246.0566
561.0103,123.9809,246.1151
561.1559,123.9474,246.1704
561.2951,123.918,246.2233
561.418,123.892,246.2693
561.5369,123.8635,246.3114
561.6415,123.837,246.3467
561.7368,123.8145,246.3778
561.8781,123.7846,246.4212
562.0341,123.75,246.466
562.1812,123.7179,246.5062
562.3142,123.6922,246.5415
562.4402,123.6677,246.5741
562.5582,123.6427,246.6029
562.6615,123.6227,246.6252
562.7271,123.6105,246.6165
562.7588,123.6063,246.5892
562.7958,123.6027,246.5552
562.8289,123.6004,246.5246
562.8649,123.5968,246.4936
562.9016,123.5917,246.4624
562.9373,123.5876,246.4334
562.9756,123.5842,246.402
563.0193,123.5784,246.3688
563.0704,123.573,246.3331
563.1246,123.5683,246.2966
563.1896,123.5617,246.2539
563.2577,123.5541,246.2103
563.3295,123.5461,246.1655
563.4043,123.537,246.1228
563.4847,123.5266,246.0802
563.5662,123.5132,246.0418
563.648,123.5013,246.0053
563.7296,123.4923,245.9705
563.8244,123.4817,245.9398
563.9227,123.47,245.9085
564.0248,123.4585,245.8779
564.1252,123.4478,245.8499
564.2246,123.4382,245.8241
564.3195,123.4301,245.8019
564.4065,123.4221,245.7835
564.4838,123.4146,245.7697
564.5405,123.4094,245.7611
564.585,123.4075,245.7579
564.6282,123.4048,245.7575
564.673,123.4029,245.7583
564.7149,123.4023,245.7603
564.7587,123.4009,245.7641
564.7994,123.3967,245.7691
564.8416,123.3919,245.7752
564.8851,123.3878,245.7823
564.9275,123.384,245.7892
564.9689,123.3803,245.7958
565.0089,123.3775,245.8029
565.0446,123.3754,245.8082
565.0779,123.3734,245.8131
565.1122,123.3718,245.8187
565.1476,123.3689,245.8258
565.184,123.3656,245.834
565.2204,123.3622,245.8429
565.2542,123.3587,245.8517
565.2864,123.3565,245.8607
565.317,123.3558,245.8714
565.3528,123.3552,245.882
565.3925,123.3542,245.8945
565.4331,123.3537,245.9093
565.4766,123.3555,245.9272
565.5256,123.3587,245.9492
565.5699,123.3583,245.9699
565.6043,123.3565,245.985
565.6274,123.3537,245.9909
565.65,123.3527,245.999
565.6761,123.3555,246.0076
565.7007,123.3567,246.0172
565.7252,123.358,246.0275
565.7491,123.3592,246.0384
565.7727,123.3599,246.0493
565.7946,123.3604,246.06
565.8154,123.3612,246.0705
565.835,123.3621,246.0808
565.8528,123.363,246.0907
565.8696,123.3643,246.1003
565.8865,123.3659,246.1101
565.9033,123.3674,246.1197
565.9198,123.3686,246.1286
565.9351,123.3705,246.1371
565.9498,123.3734,246.1463
565.9642,123.3767,246.1557
565.9805,123.3802,246.1661
565.9968,123.3837,246.1766
566.0132,123.3873,246.1872
566.0306,123.3914,246.1984
566.0461,123.4032,246.2177
566.0668,123.4664,246.2692
566.0886,123.5544,246.3303
566.0786,123.6488,246.4589
566.0571,123.7001,246.5536
566.0212,123.75,246.6611
565.9863,123.8001,246.75
565.946,123.8508,246.8516
565.9047,123.9028,246.9501
565.8705,123.9447,247.0244
565.8425,123.968,247.0886
565.806,123.985,247.1698
565.7689,123.999,247.2461
565.7373,124.0073,247.3067
565.7076,124.0149,247.3634
565.6827,124.022,247.4122
565.6602,124.0287,247.4551
565.6411,124.0348,247.4917
565.6261,124.0429,247.5216
565.6144,124.0542,247.5487
565.6024,124.0702,247.5824
565.5958,124.0806,247.604
565.5883,124.0935,247.6308
565.5813,124.106,247.6565
565.5745,124.1187,247.6817
565.5684,124.1301,247.7034
565.5607,124.1437,247.7288
565.553,124.1562,247.7523
565.5486,124.1665,247.7693
565.5446,124.1763,247.785
565.5405,124.186,247.8004
565.5363,124.1977,247.8183
565.5325,124.2087,247.8354
565.5293,124.2188,247.851
565.5264,124.229,247.8668
565.5233,124.2399,247.8834
565.5205,124.2496,247.8979
565.517,124.2617,247.9159
565.5139,124.2726,247.9322
565.5111,124.283,247.948
565.5085,124.2933,247.9637
565.5055,124.3062,247.9832
565.503,124.3174,247.9998
565.5007,124.3288,248.0166
565.499,124.3415,248.0361
565.498,124.348,248.0464
565.4966,124.3583,248.0629
565.4948,124.3693,248.0807
565.4933,124.3782,248.0952
565.4915,124.388,248.1116
565.4891,124.3994,248.1309
565.4869,124.4091,248.1476
565.4841,124.4197,248.1659
565.4813,124.4294,248.1829
565.4774,124.4409,248.2033
565.4747,124.4491,248.2182
565.4716,124.4581,248.2359
565.468,124.4667,248.2525
565.4639,124.4754,248.2695
565.4587,124.4844,248.2868
565.4536,124.4931,248.3035
565.4471,124.5027,248.3222
565.4415,124.5104,248.3372
565.4353,124.5181,248.3524
565.4276,124.5258,248.3661
565.4199,124.5329,248.3784
565.4094,124.5409,248.3904
565.3999,124.5477,248.4001
565.3896,124.5546,248.4095
565.3801,124.5601,248.4163
565.3694,124.5661,248.4235
565.3574,124.5718,248.4291
565.3456,124.5775,248.4349
565.3332,124.5835,248.4411
565.3219,124.5891,248.447
565.3086,124.5956,248.4538
565.2974,124.6011,248.4595
565.2852,124.6072,248.4659
565.2734,124.613,248.4717
565.2618,124.6187,248.4775
565.2498,124.6246,248.4832
565.2382,124.6303,248.4888
565.2278,124.6354,248.4935
565.2162,124.6411,248.4987
565.2034,124.6473,248.5043
565.1877,124.6548,248.5107
565.1707,124.663,248.5174
565.1547,124.6706,248.5235
565.1395,124.6776,248.5286
565.1225,124.6855,248.5343
565.106,124.6932,248.5393
565.0886,124.701,248.5443
565.0711,124.7089,248.5488
565.053,124.7162,248.5529
565.041,124.7206,248.5552
565.0278,124.7256,248.557
565.0163,124.7302,248.5583
564.9984,124.7395,248.5652
564.9852,124.7479,248.5747
564.9786,124.7522,248.5802
564.9723,124.7566,248.5867
564.9655,124.7612,248.5935
564.9584,124.7659,248.6011
564.9506,124.771,248.6096
564.9443,124.775,248.6167
564.9376,124.7795,248.6245
564.9305,124.7841,248.6329
564.924,124.7883,248.6407
564.9174,124.7924,248.6485
564.9104,124.7969,248.657
564.9043,124.8009,248.6643
564.8979,124.8054,248.6718
564.8916,124.81,248.6794
564.8851,124.8159,248.6871
564.8781,124.8225,248.6952
564.8715,124.8291,248.7026
564.8626,124.8387,248.7126
564.8535,124.8499,248.7228
564.8436,124.861,248.7334
564.8312,124.874,248.7464
564.8184,124.8893,248.7603
564.8081,124.9026,248.7717
564.7991,124.9158,248.782
564.791,124.9276,248.7911
564.7793,124.9406,248.8033
564.7686,124.9524,248.8145
564.7581,124.9649,248.8251
564.7477,124.9772,248.8355
564.739,124.9879,248.844
564.7287,124.9996,248.854
564.7162,125.0107,248.8655
564.7021,125.0237,248.8785
564.6905,125.0349,248.8892
564.6766,125.0467,248.9019
564.6617,125.0582,248.9155
564.6471,125.0688,248.9288
564.6346,125.0776,248.9402
564.6217,125.0865,248.9519
564.6095,125.0948,248.963
564.594,125.103,248.9767
564.5776,125.1117,248.9913
564.5657,125.1182,249.0014
564.5502,125.1267,249.0145
564.5381,125.1335,249.0245
564.5238,125.1408,249.0361
564.5081,125.1478,249.0489
564.4911,125.1557,249.0625
564.4756,125.1633,249.0748
564.462,125.1697,249.0861
564.4488,125.1759,249.0973
564.4327,125.1823,249.1114
564.4146,125.1892,249.1274
564.4011,125.1934,249.1406
564.3862,125.198,249.1552
564.3713,125.2016,249.1706
564.3576,125.2049,249.1851
564.3442,125.2077,249.1998
564.3303,125.2104,249.2154
564.3178,125.2127,249.2299
564.3016,125.2151,249.2488
564.2868,125.2172,249.2662
564.2713,125.2188,249.2857
564.2576,125.2201,249.3033
564.2437,125.2211,249.3212
564.2301,125.222,249.3387
564.2184,125.2226,249.3539
564.2057,125.2233,249.3704
564.1943,125.2238,249.3857
564.1824,125.2242,249.4015
564.1715,125.2245,249.4162
564.1591,125.225,249.4327
564.1433,125.2257,249.4536
564.1298,125.2265,249.4724
564.1181,125.2272,249.4888
564.1046,125.2272,249.5081
564.0925,125.2271,249.5254
564.0804,125.2266,249.5431
564.0683,125.2261,249.5607
564.0578,125.2254,249.5762
564.0467,125.2247,249.5928
564.0349,125.2237,249.6104
564.0214,125.2229,249.63
564.0053,125.2221,249.6526
563.9902,125.2214,249.6752
563.9766,125.2208,249.6958
563.9636,125.2201,249.7166
563.9509,125.2194,249.737
563.9391,125.2188,249.7567
563.9279,125.2181,249.776
563.9179,125.2174,249.7932
563.9075,125.2167,249.8107
563.8973,125.2159,249.8276
563.8877,125.215,249.8432
563.877,125.2142,249.8605
563.8651,125.2135,249.879
563.8519,125.2129,249.8999
563.8397,125.2123,249.9205
563.8271,125.2117,249.9415
563.8151,125.2112,249.9615
563.8036,125.2106,249.9807
563.7928,125.2101,249.9986
563.7811,125.2094,250.0181
563.7712,125.2088,250.0347
563.7611,125.2081,250.0516
563.7501,125.2073,250.0697
563.7379,125.2068,250.0891
563.7242,125.2063,250.1108
563.7113,125.2059,250.1323
563.6992,125.2053,250.1527
563.6841,125.2039,250.1785
563.6722,125.2025,250.1991
563.6625,125.2014,250.2156
563.6516,125.1999,250.233
563.6413,125.1985,250.2495
563.6302,125.1968,250.2659
563.6185,125.1951,250.2831
563.6047,125.1936,250.3024
563.5889,125.1917,250.3244
563.5732,125.1895,250.3458
563.5588,125.1874,250.3657
563.5446,125.1851,250.3856
563.5304,125.1827,250.4066
563.5161,125.18,250.4285
563.5058,125.178,250.4451
563.4934,125.1754,250.4653
563.4823,125.1729,250.4842
563.4717,125.1704,250.5027
563.4615,125.1679,250.5208
563.4506,125.1649,250.5417
563.4421,125.1627,250.5581
563.4286,125.16,250.5834
563.4169,125.156,250.6069
563.4063,125.1501,250.6296
563.3957,125.1431,250.6535
563.3854,125.1358,250.6771
563.3759,125.1282,250.7002
563.3668,125.1202,250.723
563.3582,125.1117,250.7453
563.3495,125.1028,250.7681
563.3409,125.0939,250.7904
563.3334,125.0848,250.8116
563.3264,125.0762,250.8313
563.3191,125.0666,250.8528
563.312,125.0569,250.8745
563.3049,125.0473,250.896
563.2988,125.0389,250.9151
563.2927,125.0301,250.935
563.2867,125.0216,250.9544
563.2815,125.0125,250.9733
563.2753,125.0019,250.9955
563.2675,124.9906,251.0206
563.2608,124.9798,251.0431
563.2535,124.9667,251.069
563.2469,124.9534,251.0938
563.2401,124.9391,251.1201
563.234,124.9258,251.144
563.2281,124.9121,251.1683
563.2222,124.8983,251.1928
563.2161,124.8847,251.2173
563.2101,124.8715,251.2415
563.2037,124.8579,251.2669
563.1973,124.8448,251.2921
563.1904,124.8312,251.3187
563.1832,124.8173,251.3463
563.1775,124.8065,251.3681
563.1709,124.7937,251.394
563.1641,124.7799,251.4216
563.1583,124.767,251.4462
563.1521,124.7529,251.4724
563.1458,124.7381,251.4997
563.1404,124.7201,251.5238
563.1358,124.7033,251.5437
563.131,124.6822,251.5653
563.1268,124.6579,251.5865
563.1229,124.6313,251.6078
563.1174,124.5765,251.6465
563.1149,124.5376,251.6715
563.114,124.5176,251.684
563.1147,124.5026,251.6955
563.1169,124.4778,251.7154
563.1199,124.4585,251.7326
563.1238,124.4394,251.7507
563.1255,124.4207,251.7733
563.1246,124.402,251.8018
563.1218,124.3829,251.8323
563.1204,124.3555,251.8615
563.1202,124.3159,251.8892
563.1204,124.2766,251.92
563.1198,124.2376,251.9529
563.1183,124.1972,251.9882
563.116,124.1541,252.0258
563.1124,124.1024,252.0699
563.1077,124.0452,252.1165
563.1015,123.9748,252.1695
563.0934,123.8871,252.231
563.0824,123.7853,252.3001
563.0696,123.6781,252.37
563.0535,123.5307,252.4559
563.0364,123.3961,252.5371
563.0277,123.3223,252.6096
563.0298,123.2937,252.6614
563.0302,123.2828,252.7113
563.0338,123.2801,252.7419
563.0309,123.2835,252.7943
563.0239,123.3018,252.8856
563.0148,123.3136,252.9389
563.0109,123.3172,252.9586
563.0012,123.3187,253.0066
563.0287,123.3237,253.0438
563.0657,123.3308,253.0867
563.1075,123.3406,253.1387
563.155,123.3511,253.2052
563.1903,123.3517,253.2578
563.218,123.3492,253.301
563.2441,123.3472,253.3483
563.2703,123.3465,253.3995
563.2902,123.3463,253.445
563.3072,123.3461,253.4916
563.3201,123.3467,253.5338
563.3315,123.3479,253.5773
563.3401,123.3489,253.6148
563.3478,123.3499,253.6538
563.355,123.351,253.6984
563.3585,123.3516,253.7227
563.3626,123.353,253.7506
563.3654,123.3539,253.779
563.3675,123.3548,253.8075
563.3691,123.3556,253.8357
563.3703,123.3565,253.8657
563.371,123.3573,253.893
563.3711,123.358,253.9164
563.3713,123.3592,253.9406
563.3711,123.3605,253.9644
563.37,123.3614,253.9888
563.3684,123.3624,254.0134
563.3657,123.3631,254.037
563.3611,123.3641,254.0634
563.3547,123.3658,254.0871
563.3464,123.3685,254.1092
563.3364,123.3709,254.129
563.3218,123.3741,254.1517
563.3068,123.3793,254.1696
563.2887,123.3864,254.1877
563.2686,123.3953,254.2057
563.2453,123.4066,254.225
563.2248,123.4083,254.2371
563.2027,123.4105,254.2505
563.1794,123.4127,254.2648
563.1649,123.413,254.2735
563.1466,123.4131,254.2853
563.1285,123.4144,254.2971
563.1091,123.4188,254.3101
563.0879,123.4229,254.3247
563.0662,123.4273,254.3397
563.0472,123.4339,254.3528
563.0289,123.4402,254.3658
563.0056,123.4482,254.3824
562.9915,123.4557,254.3941
562.9745,123.4622,254.4081
562.9572,123.4638,254.4226
562.941,123.4641,254.438
562.9246,123.4641,254.4544
562.9103,123.4648,254.4669
562.8951,123.4652,254.4794
562.8793,123.4653,254.4919
562.8638,123.4703,254.5037
562.8492,123.4767,254.5147
562.835,123.4844,254.5261
562.819,123.4932,254.5391
562.8025,123.5025,254.5527
562.7865,123.5126,254.5661
562.7739,123.5211,254.5767
562.7571,123.5323,254.591
562.7424,123.5419,254.6035
562.7292,123.5517,254.614
562.7144,123.5625,254.6257
562.6981,123.571,254.6376
562.6818,123.5798,254.6495
562.668,123.5874,254.6591
562.6508,123.5957,254.6714
562.6313,123.6007,254.6863
562.6126,123.6054,254.7007
562.5909,123.61,254.7173
562.5731,123.6138,254.7309
562.5532,123.618,254.7463
562.5344,123.6231,254.7613
562.5196,123.6282,254.7734
562.5029,123.6333,254.787
562.488,123.6375,254.7991
562.4731,123.6397,254.8102
562.4598,123.6406,254.8196
562.444,123.6417,254.8308
562.4295,123.6428,254.8411
562.4149,123.6447,254.8515
562.4015,123.6467,254.8608
562.3868,123.6484,254.8711
562.3712,123.6502,254.8823
562.3568,123.6565,254.8932
562.3436,123.6631,254.9035
562.3275,123.6642,254.9155
562.313,123.6645,254.9263
562.2942,123.6648,254.9401
562.2789,123.6651,254.9513
562.2625,123.6657,254.9633
562.2473,123.6663,254.9747
562.2321,123.667,254.9862
562.2148,123.6688,254.9993
562.2042,123.6745,255.0075
562.1905,123.6819,255.0181
562.1718,123.6916,255.0327
562.1555,123.6998,255.046
562.1432,123.706,255.056
562.1309,123.7136,255.0663
562.1172,123.7225,255.0777
562.1055,123.7322,255.0879
562.0955,123.7422,255.0967
562.0892,123.753,255.1019
562.0828,123.7663,255.1069
562.0762,123.7797,255.1123
562.0689,123.7944,255.1185
562.0612,123.8108,255.1253
562.0547,123.8245,255.1309
561.7009,124.1204,255.4105
561.6807,124.159,255.4279
561.6714,124.1711,255.4356
561.6671,124.1784,255.4401
561.662,124.1867,255.4453
561.6536,124.1965,255.4521
561.6454,124.2058,255.4588
561.6356,124.2174,255.4667
561.6271,124.2275,255.4736
561.6154,124.2399,255.484
561.6074,124.2484,255.4912
561.5949,124.2595,255.5018
561.5857,124.2676,255.5095
561.5737,124.2811,255.5187
561.5636,124.2928,255.5265
561.5551,124.3035,255.5332
561.5458,124.3148,255.5402
561.5363,124.3244,255.5474
561.5251,124.3345,255.5555
561.5129,124.3411,255.563
561.5005,124.3489,255.5706
561.4895,124.3584,255.5774
561.4792,124.3674,255.5837
561.4689,124.3763,255.5902
561.4579,124.3858,255.597
561.4458,124.3948,255.6049
561.4322,124.4049,255.6138
561.4221,124.4117,255.6211
561.4117,124.4187,255.6287
561.4005,124.4268,255.6368
561.3893,124.4349,255.645
561.3776,124.4449,255.6538
561.3674,124.4538,255.6617
561.3544,124.4659,255.6723
561.3439,124.4757,255.6808
561.3345,124.488,255.6883
561.3268,124.5001,255.6943
561.3191,124.5121,255.7001
561.3102,124.5255,255.7067
561.301,124.5382,255.7133
561.2914,124.551,255.7204
561.2821,124.5634,255.7271
561.2745,124.5735,255.7326
561.266,124.5848,255.7386
561.2562,124.5978,255.7452
561.2466,124.6093,255.7512
561.2363,124.6175,255.7561
561.2263,124.6254,255.761
561.2147,124.6334,255.7672
561.2034,124.6414,255.7734
561.1924,124.6493,255.7802
561.1805,124.6581,255.7877
561.1689,124.6691,255.7964
561.1583,124.6786,255.8043
561.1477,124.6848,255.8134
561.1355,124.6919,255.8238
561.1229,124.699,255.8338
561.1093,124.7067,255.8447
561.0981,124.7133,255.8532
561.0865,124.7201,255.862
561.0746,124.7318,255.871
561.0645,124.7424,255.8788
561.0529,124.7555,255.8878
561.0422,124.7676,255.896
561.0341,124.7812,255.9025
561.0268,124.7946,255.9084
561.0182,124.8105,255.9152
561.0106,124.8248,255.9213
561.0019,124.8398,255.9278
560.9933,124.8543,255.9341
560.9846,124.8696,255.9406
560.9759,124.8847,255.9469
560.9681,124.8995,255.9523
560.9615,124.9122,255.9568
560.9534,124.9275,255.9625
560.9463,124.9406,255.9675
560.9355,124.9513,255.9757
560.9257,124.9597,255.9834
560.9146,124.9724,255.9924
560.9051,124.9839,256.0002
560.8944,124.9992,256.009
560.8854,125.0127,256.0164
560.8707,125.0285,256.026
560.8607,125.0383,256.0325
560.8503,125.0479,256.0396
560.8336,125.0605,256.0511
560.8195,125.0691,256.0608
560.8091,125.0736,256.0683
560.7963,125.079,256.0776
560.7865,125.0857,256.0852
560.7656,125.0999,256.1015
560.7487,125.1136,256.1151
560.7356,125.1347,256.1275
560.7261,125.1488,256.1359
560.7181,125.1608,256.143
560.7091,125.1714,256.1504
560.6978,125.1814,256.1586
560.6869,125.1913,256.1664
560.6742,125.2023,256.1759
560.6606,125.2131,256.1873
560.6488,125.2224,256.1974
560.6351,125.233,256.209
560.6219,125.2438,256.2203
560.6104,125.2533,256.2303
560.6001,125.2618,256.2397
560.5889,125.2715,256.2502
560.5809,125.2787,256.2578
560.5707,125.2882,256.2673
560.5623,125.2962,256.275
560.5549,125.3094,256.2813
560.548,125.3242,256.2871
560.5392,125.338,256.2945
560.5305,125.3512,256.302
560.5228,125.3664,256.3078
560.5153,125.3815,256.3135
560.5074,125.3976,256.3188
560.5,125.413,256.324
560.4921,125.4292,256.3292
560.484,125.4459,256.3345
560.4791,125.4562,256.3384
560.4734,125.4678,256.3428
560.4662,125.4802,256.3478
560.4595,125.4917,256.3524
560.4519,125.5045,256.3577
560.4446,125.5173,256.3627
560.4374,125.5309,256.3676
560.4299,125.5443,256.3725
560.4208,125.5587,256.3784
560.4125,125.5703,256.3838
560.403,125.5799,256.3907
560.394,125.5876,256.3973
560.3829,125.5949,256.4057
560.3748,125.6007,256.4116
560.3659,125.6076,256.4178
560.3572,125.6158,256.4236
560.3483,125.6272,256.429
560.3389,125.6395,256.4347
560.3295,125.652,256.4405
560.3177,125.6637,256.4469
560.3038,125.6711,256.453
560.2912,125.6785,256.4588
560.2781,125.6878,256.4658
560.2643,125.697,256.4737
560.2505,125.705,256.4825
560.2357,125.7137,256.4923
560.225,125.7202,256.4995
560.212,125.7277,256.5083
560.2003,125.7338,256.5162
560.1857,125.7407,256.5262
560.1716,125.7466,256.5359
560.157,125.7535,256.5448
560.1451,125.7602,256.551
560.1317,125.7678,256.5583
560.1183,125.7754,256.5659
560.1049,125.7848,256.574
560.0923,125.795,256.5818
560.0786,125.8071,256.5905
560.0688,125.8161,256.597
560.058,125.8283,256.6041
560.047,125.8418,256.6117
560.036,125.8555,256.6193
560.0241,125.8703,256.6276
560.0134,125.879,256.6353
560.0034,125.8867,256.6427
559.9943,125.8986,256.6489
559.9866,125.9092,256.654
559.9772,125.9219,256.6599
559.9684,125.9337,256.6656
559.9586,125.9448,256.6719
559.9479,125.9567,256.6786
559.9385,125.9672,256.6848
559.9291,125.9795,256.6906
559.9206,125.994,256.6959
559.9111,126.0105,256.7018
559.9018,126.0269,256.708
559.8907,126.0466,256.7153
559.8805,126.0655,256.7223
559.8699,126.0849,256.7294
559.8536,126.1005,256.7402
559.8354,126.1159,256.7525
559.8194,126.1298,256.7637
559.8065,126.1432,256.7733
559.7928,126.1526,256.7812
559.7766,126.159,256.7888
559.7588,126.1654,256.7997
559.739,126.1733,256.8123
559.7194,126.1826,256.8252
559.7021,126.1908,256.8366
559.6833,126.2007,256.8489
